Id;Province_State;Country_Region;Date;ConfirmedCases;Fatalities
3362;;Brunei;06/03/2020;0.0;0.0
3363;;Brunei;07/03/2020;0.0;0.0
3364;;Brunei;08/03/2020;0.0;0.0
3365;;Brunei;09/03/2020;1.0;0.0
3366;;Brunei;10/03/2020;1.0;0.0
3367;;Brunei;11/03/2020;11.0;0.0
3368;;Brunei;12/03/2020;11.0;0.0
3369;;Brunei;13/03/2020;37.0;0.0
3370;;Brunei;14/03/2020;40.0;0.0
3371;;Brunei;15/03/2020;50.0;0.0
3372;;Brunei;16/03/2020;54.0;0.0
3373;;Brunei;17/03/2020;56.0;0.0
3374;;Brunei;18/03/2020;68.0;0.0
3375;;Brunei;19/03/2020;75.0;0.0
3376;;Brunei;20/03/2020;78.0;0.0
3377;;Brunei;21/03/2020;83.0;0.0
3378;;Brunei;22/03/2020;88.0;0.0
3379;;Brunei;23/03/2020;91.0;0.0
3380;;Brunei;24/03/2020;104.0;0.0
3381;;Brunei;25/03/2020;109.0;0.0
3382;;Brunei;26/03/2020;114.0;0.0
3383;;Brunei;27/03/2020;115.0;0.0
3384;;Brunei;28/03/2020;120.0;1.0
3385;;Brunei;29/03/2020;126.0;1.0
3386;;Brunei;30/03/2020;127.0;1.0
3387;;Brunei;31/03/2020;129.0;1.0
3388;;Brunei;01/04/2020;131.0;1.0
3389;;Brunei;02/04/2020;133.0;1.0
3390;;Brunei;03/04/2020;134.0;1.0
3391;;Brunei;04/04/2020;135.0;1.0
3392;;Brunei;05/04/2020;135.0;1.0
3393;;Brunei;06/04/2020;135.0;1.0
3394;;Brunei;07/04/2020;135.0;1.0
3425;;Bulgaria;22/01/2020;0.0;0.0
3426;;Bulgaria;23/01/2020;0.0;0.0
3427;;Bulgaria;24/01/2020;0.0;0.0
3428;;Bulgaria;25/01/2020;0.0;0.0
3429;;Bulgaria;26/01/2020;0.0;0.0
3430;;Bulgaria;27/01/2020;0.0;0.0
3431;;Bulgaria;28/01/2020;0.0;0.0
3432;;Bulgaria;29/01/2020;0.0;0.0
3433;;Bulgaria;30/01/2020;0.0;0.0
3434;;Bulgaria;31/01/2020;0.0;0.0
3435;;Bulgaria;01/02/2020;0.0;0.0
3436;;Bulgaria;02/02/2020;0.0;0.0
3437;;Bulgaria;03/02/2020;0.0;0.0
3438;;Bulgaria;04/02/2020;0.0;0.0
3439;;Bulgaria;05/02/2020;0.0;0.0
3440;;Bulgaria;06/02/2020;0.0;0.0
3441;;Bulgaria;07/02/2020;0.0;0.0
3442;;Bulgaria;08/02/2020;0.0;0.0
3443;;Bulgaria;09/02/2020;0.0;0.0
3444;;Bulgaria;10/02/2020;0.0;0.0
3445;;Bulgaria;11/02/2020;0.0;0.0
3446;;Bulgaria;12/02/2020;0.0;0.0
3447;;Bulgaria;13/02/2020;0.0;0.0
3448;;Bulgaria;14/02/2020;0.0;0.0
3449;;Bulgaria;15/02/2020;0.0;0.0
3450;;Bulgaria;16/02/2020;0.0;0.0
3451;;Bulgaria;17/02/2020;0.0;0.0
3452;;Bulgaria;18/02/2020;0.0;0.0
3453;;Bulgaria;19/02/2020;0.0;0.0
3454;;Bulgaria;20/02/2020;0.0;0.0
3455;;Bulgaria;21/02/2020;0.0;0.0
3456;;Bulgaria;22/02/2020;0.0;0.0
3457;;Bulgaria;23/02/2020;0.0;0.0
3458;;Bulgaria;24/02/2020;0.0;0.0
3459;;Bulgaria;25/02/2020;0.0;0.0
3460;;Bulgaria;26/02/2020;0.0;0.0
3461;;Bulgaria;27/02/2020;0.0;0.0
3462;;Bulgaria;28/02/2020;0.0;0.0
3463;;Bulgaria;29/02/2020;0.0;0.0
3464;;Bulgaria;01/03/2020;0.0;0.0
3465;;Bulgaria;02/03/2020;0.0;0.0
3466;;Bulgaria;03/03/2020;0.0;0.0
3467;;Bulgaria;04/03/2020;0.0;0.0
3468;;Bulgaria;05/03/2020;0.0;0.0
3469;;Bulgaria;06/03/2020;0.0;0.0
3470;;Bulgaria;07/03/2020;0.0;0.0
3471;;Bulgaria;08/03/2020;4.0;0.0
3472;;Bulgaria;09/03/2020;4.0;0.0
3473;;Bulgaria;10/03/2020;4.0;0.0
3474;;Bulgaria;11/03/2020;7.0;1.0
3475;;Bulgaria;12/03/2020;7.0;1.0
3476;;Bulgaria;13/03/2020;23.0;1.0
3477;;Bulgaria;14/03/2020;41.0;2.0
3478;;Bulgaria;15/03/2020;51.0;2.0
3479;;Bulgaria;16/03/2020;52.0;2.0
3480;;Bulgaria;17/03/2020;67.0;2.0
3481;;Bulgaria;18/03/2020;92.0;2.0
3482;;Bulgaria;19/03/2020;94.0;3.0
3483;;Bulgaria;20/03/2020;127.0;3.0
3484;;Bulgaria;21/03/2020;163.0;3.0
3485;;Bulgaria;22/03/2020;187.0;3.0
3486;;Bulgaria;23/03/2020;201.0;3.0
3487;;Bulgaria;24/03/2020;218.0;3.0
3488;;Bulgaria;25/03/2020;242.0;3.0
3489;;Bulgaria;26/03/2020;264.0;3.0
3490;;Bulgaria;27/03/2020;293.0;3.0
3491;;Bulgaria;28/03/2020;331.0;7.0
3492;;Bulgaria;29/03/2020;346.0;8.0
3493;;Bulgaria;30/03/2020;359.0;8.0
3494;;Bulgaria;31/03/2020;399.0;8.0
3495;;Bulgaria;01/04/2020;422.0;10.0
3496;;Bulgaria;02/04/2020;457.0;10.0
3497;;Bulgaria;03/04/2020;485.0;14.0
3498;;Bulgaria;04/04/2020;503.0;17.0
3499;;Bulgaria;05/04/2020;531.0;20.0
3500;;Bulgaria;06/04/2020;549.0;22.0
3501;;Bulgaria;07/04/2020;577.0;23.0
3532;;Burkina Faso;22/01/2020;0.0;0.0
3533;;Burkina Faso;23/01/2020;0.0;0.0
3534;;Burkina Faso;24/01/2020;0.0;0.0
3535;;Burkina Faso;25/01/2020;0.0;0.0
3536;;Burkina Faso;26/01/2020;0.0;0.0
3537;;Burkina Faso;27/01/2020;0.0;0.0
3538;;Burkina Faso;28/01/2020;0.0;0.0
3539;;Burkina Faso;29/01/2020;0.0;0.0
3540;;Burkina Faso;30/01/2020;0.0;0.0
3541;;Burkina Faso;31/01/2020;0.0;0.0
3542;;Burkina Faso;01/02/2020;0.0;0.0
3543;;Burkina Faso;02/02/2020;0.0;0.0
3544;;Burkina Faso;03/02/2020;0.0;0.0
3545;;Burkina Faso;04/02/2020;0.0;0.0
3546;;Burkina Faso;05/02/2020;0.0;0.0
3547;;Burkina Faso;06/02/2020;0.0;0.0
3548;;Burkina Faso;07/02/2020;0.0;0.0
3549;;Burkina Faso;08/02/2020;0.0;0.0
3550;;Burkina Faso;09/02/2020;0.0;0.0
3551;;Burkina Faso;10/02/2020;0.0;0.0
3552;;Burkina Faso;11/02/2020;0.0;0.0
3553;;Burkina Faso;12/02/2020;0.0;0.0
3554;;Burkina Faso;13/02/2020;0.0;0.0
3555;;Burkina Faso;14/02/2020;0.0;0.0
3556;;Burkina Faso;15/02/2020;0.0;0.0
3557;;Burkina Faso;16/02/2020;0.0;0.0
3558;;Burkina Faso;17/02/2020;0.0;0.0
3559;;Burkina Faso;18/02/2020;0.0;0.0
3560;;Burkina Faso;19/02/2020;0.0;0.0
3561;;Burkina Faso;20/02/2020;0.0;0.0
3562;;Burkina Faso;21/02/2020;0.0;0.0
3563;;Burkina Faso;22/02/2020;0.0;0.0
3564;;Burkina Faso;23/02/2020;0.0;0.0
3565;;Burkina Faso;24/02/2020;0.0;0.0
3566;;Burkina Faso;25/02/2020;0.0;0.0
3567;;Burkina Faso;26/02/2020;0.0;0.0
3568;;Burkina Faso;27/02/2020;0.0;0.0
3569;;Burkina Faso;28/02/2020;0.0;0.0
3570;;Burkina Faso;29/02/2020;0.0;0.0
3571;;Burkina Faso;01/03/2020;0.0;0.0
3572;;Burkina Faso;02/03/2020;0.0;0.0
3573;;Burkina Faso;03/03/2020;0.0;0.0
3574;;Burkina Faso;04/03/2020;0.0;0.0
3575;;Burkina Faso;05/03/2020;0.0;0.0
3576;;Burkina Faso;06/03/2020;0.0;0.0
3577;;Burkina Faso;07/03/2020;0.0;0.0
3578;;Burkina Faso;08/03/2020;0.0;0.0
3579;;Burkina Faso;09/03/2020;0.0;0.0
3580;;Burkina Faso;10/03/2020;1.0;0.0
3581;;Burkina Faso;11/03/2020;2.0;0.0
3582;;Burkina Faso;12/03/2020;2.0;0.0
3583;;Burkina Faso;13/03/2020;2.0;0.0
3584;;Burkina Faso;14/03/2020;2.0;0.0
3585;;Burkina Faso;15/03/2020;3.0;0.0
3586;;Burkina Faso;16/03/2020;15.0;0.0
3587;;Burkina Faso;17/03/2020;15.0;0.0
3588;;Burkina Faso;18/03/2020;20.0;1.0
3589;;Burkina Faso;19/03/2020;33.0;1.0
3590;;Burkina Faso;20/03/2020;40.0;1.0
3591;;Burkina Faso;21/03/2020;64.0;2.0
3592;;Burkina Faso;22/03/2020;75.0;4.0
3593;;Burkina Faso;23/03/2020;99.0;4.0
3594;;Burkina Faso;24/03/2020;114.0;4.0
3595;;Burkina Faso;25/03/2020;146.0;4.0
3596;;Burkina Faso;26/03/2020;152.0;7.0
3597;;Burkina Faso;27/03/2020;180.0;9.0
3598;;Burkina Faso;28/03/2020;207.0;11.0
3599;;Burkina Faso;29/03/2020;222.0;12.0
3600;;Burkina Faso;30/03/2020;246.0;12.0
3601;;Burkina Faso;31/03/2020;261.0;14.0
3602;;Burkina Faso;01/04/2020;282.0;16.0
3603;;Burkina Faso;02/04/2020;288.0;16.0
3604;;Burkina Faso;03/04/2020;302.0;16.0
3605;;Burkina Faso;04/04/2020;318.0;16.0
3606;;Burkina Faso;05/04/2020;345.0;17.0
3607;;Burkina Faso;06/04/2020;364.0;18.0
3608;;Burkina Faso;07/04/2020;384.0;19.0
3639;;Burma;22/01/2020;0.0;0.0
3640;;Burma;23/01/2020;0.0;0.0
3641;;Burma;24/01/2020;0.0;0.0
3642;;Burma;25/01/2020;0.0;0.0
3643;;Burma;26/01/2020;0.0;0.0
3644;;Burma;27/01/2020;0.0;0.0
3645;;Burma;28/01/2020;0.0;0.0
3646;;Burma;29/01/2020;0.0;0.0
3647;;Burma;30/01/2020;0.0;0.0
3648;;Burma;31/01/2020;0.0;0.0
3649;;Burma;01/02/2020;0.0;0.0
3650;;Burma;02/02/2020;0.0;0.0
3651;;Burma;03/02/2020;0.0;0.0
3652;;Burma;04/02/2020;0.0;0.0
3653;;Burma;05/02/2020;0.0;0.0
3654;;Burma;06/02/2020;0.0;0.0
3655;;Burma;07/02/2020;0.0;0.0
3656;;Burma;08/02/2020;0.0;0.0
3657;;Burma;09/02/2020;0.0;0.0
3658;;Burma;10/02/2020;0.0;0.0
3659;;Burma;11/02/2020;0.0;0.0
3660;;Burma;12/02/2020;0.0;0.0
3661;;Burma;13/02/2020;0.0;0.0
3662;;Burma;14/02/2020;0.0;0.0
3663;;Burma;15/02/2020;0.0;0.0
3664;;Burma;16/02/2020;0.0;0.0
3665;;Burma;17/02/2020;0.0;0.0
3666;;Burma;18/02/2020;0.0;0.0
3667;;Burma;19/02/2020;0.0;0.0
3668;;Burma;20/02/2020;0.0;0.0
3669;;Burma;21/02/2020;0.0;0.0
3670;;Burma;22/02/2020;0.0;0.0
3671;;Burma;23/02/2020;0.0;0.0
3672;;Burma;24/02/2020;0.0;0.0
3673;;Burma;25/02/2020;0.0;0.0
3674;;Burma;26/02/2020;0.0;0.0
3675;;Burma;27/02/2020;0.0;0.0
3676;;Burma;28/02/2020;0.0;0.0
3677;;Burma;29/02/2020;0.0;0.0
3678;;Burma;01/03/2020;0.0;0.0
3679;;Burma;02/03/2020;0.0;0.0
3680;;Burma;03/03/2020;0.0;0.0
3681;;Burma;04/03/2020;0.0;0.0
3682;;Burma;05/03/2020;0.0;0.0
3683;;Burma;06/03/2020;0.0;0.0
3684;;Burma;07/03/2020;0.0;0.0
3685;;Burma;08/03/2020;0.0;0.0
3686;;Burma;09/03/2020;0.0;0.0
3687;;Burma;10/03/2020;0.0;0.0
3688;;Burma;11/03/2020;0.0;0.0
3689;;Burma;12/03/2020;0.0;0.0
3690;;Burma;13/03/2020;0.0;0.0
3691;;Burma;14/03/2020;0.0;0.0
3692;;Burma;15/03/2020;0.0;0.0
3693;;Burma;16/03/2020;0.0;0.0
3694;;Burma;17/03/2020;0.0;0.0
3695;;Burma;18/03/2020;0.0;0.0
3696;;Burma;19/03/2020;0.0;0.0
3697;;Burma;20/03/2020;0.0;0.0
3698;;Burma;21/03/2020;0.0;0.0
3699;;Burma;22/03/2020;0.0;0.0
3700;;Burma;23/03/2020;0.0;0.0
3701;;Burma;24/03/2020;0.0;0.0
3702;;Burma;25/03/2020;0.0;0.0
3703;;Burma;26/03/2020;0.0;0.0
3704;;Burma;27/03/2020;8.0;0.0
3705;;Burma;28/03/2020;8.0;0.0
3706;;Burma;29/03/2020;10.0;0.0
3707;;Burma;30/03/2020;14.0;0.0
3708;;Burma;31/03/2020;15.0;1.0
3709;;Burma;01/04/2020;15.0;1.0
3710;;Burma;02/04/2020;20.0;1.0
3711;;Burma;03/04/2020;20.0;1.0
3712;;Burma;04/04/2020;21.0;1.0
3713;;Burma;05/04/2020;21.0;1.0
3714;;Burma;06/04/2020;22.0;1.0
3715;;Burma;07/04/2020;22.0;1.0
3746;;Burundi;22/01/2020;0.0;0.0
3747;;Burundi;23/01/2020;0.0;0.0
3748;;Burundi;24/01/2020;0.0;0.0
3749;;Burundi;25/01/2020;0.0;0.0
3750;;Burundi;26/01/2020;0.0;0.0
3751;;Burundi;27/01/2020;0.0;0.0
3752;;Burundi;28/01/2020;0.0;0.0
3753;;Burundi;29/01/2020;0.0;0.0
3754;;Burundi;30/01/2020;0.0;0.0
3755;;Burundi;31/01/2020;0.0;0.0
3756;;Burundi;01/02/2020;0.0;0.0
3757;;Burundi;02/02/2020;0.0;0.0
3758;;Burundi;03/02/2020;0.0;0.0
3759;;Burundi;04/02/2020;0.0;0.0
3760;;Burundi;05/02/2020;0.0;0.0
3761;;Burundi;06/02/2020;0.0;0.0
3762;;Burundi;07/02/2020;0.0;0.0
3763;;Burundi;08/02/2020;0.0;0.0
3764;;Burundi;09/02/2020;0.0;0.0
3765;;Burundi;10/02/2020;0.0;0.0
3766;;Burundi;11/02/2020;0.0;0.0
3767;;Burundi;12/02/2020;0.0;0.0
3768;;Burundi;13/02/2020;0.0;0.0
3769;;Burundi;14/02/2020;0.0;0.0
3770;;Burundi;15/02/2020;0.0;0.0
3771;;Burundi;16/02/2020;0.0;0.0
3772;;Burundi;17/02/2020;0.0;0.0
3773;;Burundi;18/02/2020;0.0;0.0
3774;;Burundi;19/02/2020;0.0;0.0
3775;;Burundi;20/02/2020;0.0;0.0
3776;;Burundi;21/02/2020;0.0;0.0
3777;;Burundi;22/02/2020;0.0;0.0
3778;;Burundi;23/02/2020;0.0;0.0
3779;;Burundi;24/02/2020;0.0;0.0
3780;;Burundi;25/02/2020;0.0;0.0
3781;;Burundi;26/02/2020;0.0;0.0
3782;;Burundi;27/02/2020;0.0;0.0
3783;;Burundi;28/02/2020;0.0;0.0
3784;;Burundi;29/02/2020;0.0;0.0
3785;;Burundi;01/03/2020;0.0;0.0
3786;;Burundi;02/03/2020;0.0;0.0
3787;;Burundi;03/03/2020;0.0;0.0
3788;;Burundi;04/03/2020;0.0;0.0
3789;;Burundi;05/03/2020;0.0;0.0
3790;;Burundi;06/03/2020;0.0;0.0
3791;;Burundi;07/03/2020;0.0;0.0
3792;;Burundi;08/03/2020;0.0;0.0
3793;;Burundi;09/03/2020;0.0;0.0
3794;;Burundi;10/03/2020;0.0;0.0
3795;;Burundi;11/03/2020;0.0;0.0
3796;;Burundi;12/03/2020;0.0;0.0
3797;;Burundi;13/03/2020;0.0;0.0
3798;;Burundi;14/03/2020;0.0;0.0
3799;;Burundi;15/03/2020;0.0;0.0
3800;;Burundi;16/03/2020;0.0;0.0
3801;;Burundi;17/03/2020;0.0;0.0
3802;;Burundi;18/03/2020;0.0;0.0
3803;;Burundi;19/03/2020;0.0;0.0
3804;;Burundi;20/03/2020;0.0;0.0
3805;;Burundi;21/03/2020;0.0;0.0
3806;;Burundi;22/03/2020;0.0;0.0
3807;;Burundi;23/03/2020;0.0;0.0
3808;;Burundi;24/03/2020;0.0;0.0
3809;;Burundi;25/03/2020;0.0;0.0
3810;;Burundi;26/03/2020;0.0;0.0
3811;;Burundi;27/03/2020;0.0;0.0
3812;;Burundi;28/03/2020;0.0;0.0
3813;;Burundi;29/03/2020;0.0;0.0
3814;;Burundi;30/03/2020;0.0;0.0
3815;;Burundi;31/03/2020;2.0;0.0
3816;;Burundi;01/04/2020;2.0;0.0
3817;;Burundi;02/04/2020;3.0;0.0
3818;;Burundi;03/04/2020;3.0;0.0
3819;;Burundi;04/04/2020;3.0;0.0
3820;;Burundi;05/04/2020;3.0;0.0
3821;;Burundi;06/04/2020;3.0;0.0
3822;;Burundi;07/04/2020;3.0;0.0
3853;;Cabo Verde;22/01/2020;0.0;0.0
3854;;Cabo Verde;23/01/2020;0.0;0.0
3855;;Cabo Verde;24/01/2020;0.0;0.0
3856;;Cabo Verde;25/01/2020;0.0;0.0
3857;;Cabo Verde;26/01/2020;0.0;0.0
3858;;Cabo Verde;27/01/2020;0.0;0.0
3859;;Cabo Verde;28/01/2020;0.0;0.0
3860;;Cabo Verde;29/01/2020;0.0;0.0
3861;;Cabo Verde;30/01/2020;0.0;0.0
3862;;Cabo Verde;31/01/2020;0.0;0.0
3863;;Cabo Verde;01/02/2020;0.0;0.0
3864;;Cabo Verde;02/02/2020;0.0;0.0
3865;;Cabo Verde;03/02/2020;0.0;0.0
3866;;Cabo Verde;04/02/2020;0.0;0.0
3867;;Cabo Verde;05/02/2020;0.0;0.0
3868;;Cabo Verde;06/02/2020;0.0;0.0
3869;;Cabo Verde;07/02/2020;0.0;0.0
3870;;Cabo Verde;08/02/2020;0.0;0.0
3871;;Cabo Verde;09/02/2020;0.0;0.0
3872;;Cabo Verde;10/02/2020;0.0;0.0
3873;;Cabo Verde;11/02/2020;0.0;0.0
3874;;Cabo Verde;12/02/2020;0.0;0.0
3875;;Cabo Verde;13/02/2020;0.0;0.0
3876;;Cabo Verde;14/02/2020;0.0;0.0
3877;;Cabo Verde;15/02/2020;0.0;0.0
3878;;Cabo Verde;16/02/2020;0.0;0.0
3879;;Cabo Verde;17/02/2020;0.0;0.0
3880;;Cabo Verde;18/02/2020;0.0;0.0
3881;;Cabo Verde;19/02/2020;0.0;0.0
3882;;Cabo Verde;20/02/2020;0.0;0.0
3883;;Cabo Verde;21/02/2020;0.0;0.0
3884;;Cabo Verde;22/02/2020;0.0;0.0
3885;;Cabo Verde;23/02/2020;0.0;0.0
3886;;Cabo Verde;24/02/2020;0.0;0.0
3887;;Cabo Verde;25/02/2020;0.0;0.0
3888;;Cabo Verde;26/02/2020;0.0;0.0
3889;;Cabo Verde;27/02/2020;0.0;0.0
3890;;Cabo Verde;28/02/2020;0.0;0.0
3891;;Cabo Verde;29/02/2020;0.0;0.0
3892;;Cabo Verde;01/03/2020;0.0;0.0
3893;;Cabo Verde;02/03/2020;0.0;0.0
3894;;Cabo Verde;03/03/2020;0.0;0.0
3895;;Cabo Verde;04/03/2020;0.0;0.0
3896;;Cabo Verde;05/03/2020;0.0;0.0
3897;;Cabo Verde;06/03/2020;0.0;0.0
3898;;Cabo Verde;07/03/2020;0.0;0.0
3899;;Cabo Verde;08/03/2020;0.0;0.0
3900;;Cabo Verde;09/03/2020;0.0;0.0
3901;;Cabo Verde;10/03/2020;0.0;0.0
3902;;Cabo Verde;11/03/2020;0.0;0.0
3903;;Cabo Verde;12/03/2020;0.0;0.0
3904;;Cabo Verde;13/03/2020;0.0;0.0
3905;;Cabo Verde;14/03/2020;0.0;0.0
3906;;Cabo Verde;15/03/2020;0.0;0.0
3907;;Cabo Verde;16/03/2020;0.0;0.0
3908;;Cabo Verde;17/03/2020;0.0;0.0
3909;;Cabo Verde;18/03/2020;0.0;0.0
3910;;Cabo Verde;19/03/2020;0.0;0.0
3911;;Cabo Verde;20/03/2020;1.0;0.0
3912;;Cabo Verde;21/03/2020;3.0;0.0
3913;;Cabo Verde;22/03/2020;3.0;0.0
3914;;Cabo Verde;23/03/2020;3.0;0.0
3915;;Cabo Verde;24/03/2020;3.0;1.0
3916;;Cabo Verde;25/03/2020;4.0;1.0
3917;;Cabo Verde;26/03/2020;4.0;1.0
3918;;Cabo Verde;27/03/2020;5.0;1.0
3919;;Cabo Verde;28/03/2020;5.0;1.0
3920;;Cabo Verde;29/03/2020;6.0;1.0
3921;;Cabo Verde;30/03/2020;6.0;1.0
3922;;Cabo Verde;31/03/2020;6.0;1.0
3923;;Cabo Verde;01/04/2020;6.0;1.0
3924;;Cabo Verde;02/04/2020;6.0;1.0
3925;;Cabo Verde;03/04/2020;6.0;1.0
3926;;Cabo Verde;04/04/2020;7.0;1.0
3927;;Cabo Verde;05/04/2020;7.0;1.0
3928;;Cabo Verde;06/04/2020;7.0;1.0
3929;;Cabo Verde;07/04/2020;7.0;1.0
3960;;Cambodia;22/01/2020;0.0;0.0
3961;;Cambodia;23/01/2020;0.0;0.0
3962;;Cambodia;24/01/2020;0.0;0.0
3963;;Cambodia;25/01/2020;0.0;0.0
3964;;Cambodia;26/01/2020;0.0;0.0
3965;;Cambodia;27/01/2020;1.0;0.0
3966;;Cambodia;28/01/2020;1.0;0.0
3967;;Cambodia;29/01/2020;1.0;0.0
3968;;Cambodia;30/01/2020;1.0;0.0
3969;;Cambodia;31/01/2020;1.0;0.0
3970;;Cambodia;01/02/2020;1.0;0.0
3971;;Cambodia;02/02/2020;1.0;0.0
3972;;Cambodia;03/02/2020;1.0;0.0
3973;;Cambodia;04/02/2020;1.0;0.0
3974;;Cambodia;05/02/2020;1.0;0.0
3975;;Cambodia;06/02/2020;1.0;0.0
3976;;Cambodia;07/02/2020;1.0;0.0
3977;;Cambodia;08/02/2020;1.0;0.0
3978;;Cambodia;09/02/2020;1.0;0.0
3979;;Cambodia;10/02/2020;1.0;0.0
3980;;Cambodia;11/02/2020;1.0;0.0
3981;;Cambodia;12/02/2020;1.0;0.0
3982;;Cambodia;13/02/2020;1.0;0.0
3983;;Cambodia;14/02/2020;1.0;0.0
3984;;Cambodia;15/02/2020;1.0;0.0
3985;;Cambodia;16/02/2020;1.0;0.0
3986;;Cambodia;17/02/2020;1.0;0.0
3987;;Cambodia;18/02/2020;1.0;0.0
3988;;Cambodia;19/02/2020;1.0;0.0
3989;;Cambodia;20/02/2020;1.0;0.0
3990;;Cambodia;21/02/2020;1.0;0.0
3991;;Cambodia;22/02/2020;1.0;0.0
3992;;Cambodia;23/02/2020;1.0;0.0
3993;;Cambodia;24/02/2020;1.0;0.0
3994;;Cambodia;25/02/2020;1.0;0.0
3995;;Cambodia;26/02/2020;1.0;0.0
3996;;Cambodia;27/02/2020;1.0;0.0
3997;;Cambodia;28/02/2020;1.0;0.0
3998;;Cambodia;29/02/2020;1.0;0.0
3999;;Cambodia;01/03/2020;1.0;0.0
4000;;Cambodia;02/03/2020;1.0;0.0
4001;;Cambodia;03/03/2020;1.0;0.0
4002;;Cambodia;04/03/2020;1.0;0.0
4003;;Cambodia;05/03/2020;1.0;0.0
4004;;Cambodia;06/03/2020;1.0;0.0
4005;;Cambodia;07/03/2020;1.0;0.0
4006;;Cambodia;08/03/2020;2.0;0.0
4007;;Cambodia;09/03/2020;2.0;0.0
4008;;Cambodia;10/03/2020;2.0;0.0
4009;;Cambodia;11/03/2020;3.0;0.0
4010;;Cambodia;12/03/2020;3.0;0.0
4011;;Cambodia;13/03/2020;5.0;0.0
4012;;Cambodia;14/03/2020;7.0;0.0
4013;;Cambodia;15/03/2020;7.0;0.0
4014;;Cambodia;16/03/2020;7.0;0.0
4015;;Cambodia;17/03/2020;33.0;0.0
4016;;Cambodia;18/03/2020;35.0;0.0
4017;;Cambodia;19/03/2020;37.0;0.0
4018;;Cambodia;20/03/2020;51.0;0.0
4019;;Cambodia;21/03/2020;53.0;0.0
4020;;Cambodia;22/03/2020;84.0;0.0
4021;;Cambodia;23/03/2020;87.0;0.0
4022;;Cambodia;24/03/2020;91.0;0.0
4023;;Cambodia;25/03/2020;96.0;0.0
4024;;Cambodia;26/03/2020;96.0;0.0
4025;;Cambodia;27/03/2020;99.0;0.0
4026;;Cambodia;28/03/2020;99.0;0.0
4027;;Cambodia;29/03/2020;103.0;0.0
4028;;Cambodia;30/03/2020;107.0;0.0
4029;;Cambodia;31/03/2020;109.0;0.0
4030;;Cambodia;01/04/2020;109.0;0.0
4031;;Cambodia;02/04/2020;110.0;0.0
4032;;Cambodia;03/04/2020;114.0;0.0
4033;;Cambodia;04/04/2020;114.0;0.0
4034;;Cambodia;05/04/2020;114.0;0.0
4035;;Cambodia;06/04/2020;114.0;0.0
4036;;Cambodia;07/04/2020;115.0;0.0
4067;;Cameroon;22/01/2020;0.0;0.0
4068;;Cameroon;23/01/2020;0.0;0.0
4069;;Cameroon;24/01/2020;0.0;0.0
4070;;Cameroon;25/01/2020;0.0;0.0
4071;;Cameroon;26/01/2020;0.0;0.0
4072;;Cameroon;27/01/2020;0.0;0.0
4073;;Cameroon;28/01/2020;0.0;0.0
4074;;Cameroon;29/01/2020;0.0;0.0
4075;;Cameroon;30/01/2020;0.0;0.0
4076;;Cameroon;31/01/2020;0.0;0.0
4077;;Cameroon;01/02/2020;0.0;0.0
4078;;Cameroon;02/02/2020;0.0;0.0
4079;;Cameroon;03/02/2020;0.0;0.0
4080;;Cameroon;04/02/2020;0.0;0.0
4081;;Cameroon;05/02/2020;0.0;0.0
4082;;Cameroon;06/02/2020;0.0;0.0
4083;;Cameroon;07/02/2020;0.0;0.0
4084;;Cameroon;08/02/2020;0.0;0.0
4085;;Cameroon;09/02/2020;0.0;0.0
4086;;Cameroon;10/02/2020;0.0;0.0
4087;;Cameroon;11/02/2020;0.0;0.0
4088;;Cameroon;12/02/2020;0.0;0.0
4089;;Cameroon;13/02/2020;0.0;0.0
4090;;Cameroon;14/02/2020;0.0;0.0
4091;;Cameroon;15/02/2020;0.0;0.0
4092;;Cameroon;16/02/2020;0.0;0.0
4093;;Cameroon;17/02/2020;0.0;0.0
4094;;Cameroon;18/02/2020;0.0;0.0
4095;;Cameroon;19/02/2020;0.0;0.0
4096;;Cameroon;20/02/2020;0.0;0.0
4097;;Cameroon;21/02/2020;0.0;0.0
4098;;Cameroon;22/02/2020;0.0;0.0
4099;;Cameroon;23/02/2020;0.0;0.0
4100;;Cameroon;24/02/2020;0.0;0.0
4101;;Cameroon;25/02/2020;0.0;0.0
4102;;Cameroon;26/02/2020;0.0;0.0
4103;;Cameroon;27/02/2020;0.0;0.0
4104;;Cameroon;28/02/2020;0.0;0.0
4105;;Cameroon;29/02/2020;0.0;0.0
4106;;Cameroon;01/03/2020;0.0;0.0
4107;;Cameroon;02/03/2020;0.0;0.0
4108;;Cameroon;03/03/2020;0.0;0.0
4109;;Cameroon;04/03/2020;0.0;0.0
4110;;Cameroon;05/03/2020;0.0;0.0
4111;;Cameroon;06/03/2020;1.0;0.0
4112;;Cameroon;07/03/2020;1.0;0.0
4113;;Cameroon;08/03/2020;2.0;0.0
4114;;Cameroon;09/03/2020;2.0;0.0
4115;;Cameroon;10/03/2020;2.0;0.0
4116;;Cameroon;11/03/2020;2.0;0.0
4117;;Cameroon;12/03/2020;2.0;0.0
4118;;Cameroon;13/03/2020;2.0;0.0
4119;;Cameroon;14/03/2020;2.0;0.0
4120;;Cameroon;15/03/2020;2.0;0.0
4121;;Cameroon;16/03/2020;4.0;0.0
4122;;Cameroon;17/03/2020;10.0;0.0
4123;;Cameroon;18/03/2020;10.0;0.0
4124;;Cameroon;19/03/2020;13.0;0.0
